title,artist,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop
Roar,Katy Perry,4.495145631067961,4.142857142857142,3.268041237113402,4.793103448275862,2.891891891891892,2.8775510204081636,2.2413793103448274,1.0,1.3333333333333333,4.151515151515151
We Can't Stop,Miley Cyrus,2.5533980582524274,3.5306122448979593,3.515463917525773,4.724137931034482,3.0,2.9591836734693877,2.3379310344827586,1.0404040404040404,1.25,4.151515151515151
Don't You Worry Child - Radio Edit,Swedish House Mafia,3.504854368932039,4.428571428571429,3.515463917525773,4.931034482758621,1.6486486486486487,2.795918367346939,2.089655172413793,1.4444444444444444,1.4166666666666667,4.151515151515151
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,3.2524271844660193,4.3061224489795915,4.257731958762887,4.517241379310345,1.5405405405405406,4.5102040816326525,2.5724137931034483,1.1616161616161615,1.3333333333333333,4.111111111111111
Wrecking Ball,Miley Cyrus,3.3300970873786406,2.7142857142857144,3.185567010309278,4.724137931034482,1.5945945945945947,2.428571428571429,2.2,2.6565656565656566,1.25,4.111111111111111
Impossible,James Arthur,4.300970873786408,3.857142857142857,2.5670103092783503,4.793103448275862,1.5945945945945947,2.2244897959183674,2.0344827586206895,1.5656565656565657,1.75,4.111111111111111
Blurred Lines,Robin Thicke,3.3300970873786406,3.4489795918367347,4.505154639175258,4.793103448275862,1.4324324324324325,4.428571428571429,2.793103448275862,1.0,1.3333333333333333,4.070707070707071
Heart Attack,Demi Lovato,4.378640776699029,4.224489795918368,3.0618556701030926,4.793103448275862,2.2972972972972974,3.0408163265306123,2.0620689655172413,1.2828282828282829,1.8333333333333335,4.070707070707071
Die Young,Kesha,3.4854368932038833,3.857142857142857,3.9278350515463916,4.793103448275862,2.1891891891891895,4.26530612244898,2.075862068965517,1.0,1.4166666666666667,4.03030303030303
Clarity,Zedd,3.4854368932038833,4.183673469387755,3.1030927835051547,4.931034482758621,1.3783783783783785,1.7346938775510203,2.889655172413793,1.1616161616161615,1.5833333333333335,4.03030303030303
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,3.4466019417475726,4.3061224489795915,3.350515463917526,4.724137931034482,1.7027027027027026,1.4489795918367347,2.117241379310345,1.0808080808080809,1.5,3.98989898989899
Under Control,Calvin Harris,3.4466019417475726,4.755102040816327,3.2268041237113403,4.931034482758621,1.6486486486486487,3.0816326530612246,1.6896551724137931,1.5252525252525253,1.6666666666666665,3.98989898989899
Everybody Talks,Neon Trees,4.009708737864077,4.755102040816327,2.9381443298969074,4.862068965517242,2.6756756756756754,3.979591836734694,1.593103448275862,1.0,1.5,3.98989898989899
"Hold On, We're Going Home",Drake,2.941747572815534,2.673469387755102,4.175257731958762,4.655172413793103,1.3783783783783785,2.183673469387755,2.296551724137931,1.0,1.8333333333333335,3.9494949494949494
Best Song Ever,One Direction,3.29126213592233,4.591836734693878,3.6804123711340204,4.931034482758621,1.4324324324324325,3.0,1.910344827586207,1.0808080808080809,1.4166666666666667,3.9494949494949494
Kiss You,One Direction,2.7475728155339807,4.795918367346939,3.597938144329897,4.931034482758621,2.72972972972973,4.714285714285714,1.6758620689655173,1.0808080808080809,1.5,3.9494949494949494
Sweet Nothing (feat. Florence Welch),Calvin Harris,3.4854368932038833,4.795918367346939,3.350515463917526,4.862068965517242,1.3243243243243243,3.36734693877551,2.089655172413793,1.808080808080808,1.9166666666666665,3.909090909090909
Lose Yourself to Dance,Daft Punk,2.941747572815534,3.693877551020408,4.422680412371134,4.586206896551724,1.4324324324324325,3.7346938775510203,4.0344827586206895,1.3232323232323233,1.5,3.909090909090909
Work Bitch,Britney Spears,3.4854368932038833,4.346938775510204,3.597938144329897,4.655172413793103,1.3783783783783785,4.469387755102041,2.5724137931034483,1.6464646464646466,2.333333333333333,3.8686868686868685
Brave,Sara Bareilles,4.592233009708738,4.428571428571429,3.268041237113402,4.862068965517242,1.2162162162162162,4.1020408163265305,2.2,1.0404040404040404,1.4166666666666667,3.8686868686868685
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,3.8349514563106797,4.795918367346939,3.597938144329897,4.862068965517242,1.5405405405405406,4.591836734693878,2.7103448275862068,1.121212121212121,1.6666666666666665,3.8282828282828283
Feel This Moment (feat. Christina Aguilera),Pitbull,3.6407766990291264,4.1020408163265305,3.7628865979381443,4.862068965517242,2.8378378378378377,3.204081632653061,2.3241379310344827,1.1616161616161615,2.333333333333333,3.8282828282828283
Beneath Your Beautiful,Labrinth,2.6310679611650487,3.122448979591837,3.3092783505154637,4.724137931034482,1.5405405405405406,1.9387755102040818,2.903448275862069,1.9292929292929293,1.3333333333333333,3.8282828282828283
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,3.4271844660194173,3.7755102040816326,3.7216494845360826,4.655172413793103,3.0,2.020408163265306,2.6275862068965514,2.0101010101010104,1.3333333333333333,3.8282828282828283
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,2.8446601941747574,3.163265306122449,4.216494845360825,4.655172413793103,1.2702702702702702,3.693877551020408,2.406896551724138,1.2424242424242424,3.4166666666666665,3.787878787878788
If I Lose Myself - Alesso vs OneRepublic,OneRepublic,3.4466019417475726,4.061224489795919,3.1443298969072164,4.724137931034482,1.7567567567567568,1.6530612244897958,2.117241379310345,2.0505050505050506,1.3333333333333333,3.787878787878788
The Way,Ariana Grande,2.592233009708738,4.591836734693878,3.6804123711340204,4.931034482758621,1.4324324324324325,4.5102040816326525,2.282758620689655,2.1717171717171717,1.9166666666666665,3.7474747474747474
Suit & Tie,Justin Timberlake,2.9805825242718447,3.4489795918367347,4.298969072164948,4.862068965517242,1.864864864864865,2.4693877551020407,3.6482758620689655,1.404040404040404,2.833333333333333,3.7474747474747474
I Love It (feat. Charli XCX),Icona Pop,3.4466019417475726,4.714285714285714,3.9278350515463916,4.931034482758621,1.810810810810811,4.346938775510204,1.3172413793103448,1.0404040404040404,1.25,3.707070707070707
Play Hard (feat. Ne-Yo & Akon) - New Edit,David Guetta,3.5242718446601944,4.551020408163265,3.9690721649484537,4.931034482758621,4.5675675675675675,3.7755102040816326,2.0344827586206895,1.1616161616161615,1.3333333333333333,3.707070707070707
Daylight,Maroon 5,3.3300970873786406,3.7346938775510203,3.7216494845360826,4.793103448275862,2.4054054054054053,2.510204081632653,2.2551724137931037,1.0,1.25,3.6666666666666665
Love Somebody,Maroon 5,3.3300970873786406,4.183673469387755,3.804123711340206,4.724137931034482,1.6486486486486487,2.63265306122449,2.3241379310344827,1.5252525252525253,1.3333333333333333,3.6262626262626263
A Little Party Never Killed Nobody (All We Got),Fergie,3.5242718446601944,3.5306122448979593,4.1340206185567006,4.724137931034482,1.4864864864864864,3.122448979591837,2.475862068965517,1.0404040404040404,2.5,3.6262626262626263
Move,Little Mix,3.349514563106796,4.020408163265306,4.505154639175258,4.793103448275862,3.972972972972973,4.142857142857142,2.2413793103448274,1.0,1.75,3.5454545454545454
Walks Like Rihanna,The Wanted,3.4466019417475726,4.346938775510204,3.3092783505154637,4.931034482758621,1.5405405405405406,2.7551020408163263,1.9379310344827587,1.0404040404040404,1.5,3.505050505050505
Rock N Roll,Avril Lavigne,4.572815533980583,4.918367346938775,2.9381443298969074,4.931034482758621,2.8378378378378377,3.7346938775510203,2.0068965517241377,1.0404040404040404,2.083333333333333,3.4646464646464645
Heartbreaker,Justin Bieber,3.0388349514563107,3.122448979591837,3.3092783505154637,4.655172413793103,2.8378378378378377,3.36734693877551,2.779310344827586,1.5656565656565657,1.8333333333333335,3.4646464646464645
Mirrors - Radio Edit,Justin Timberlake,2.4951456310679614,3.4489795918367347,3.3917525773195876,4.724137931034482,3.324324324324324,3.6530612244897958,2.972413793103448,1.5656565656565657,1.4166666666666667,3.4242424242424243
Next To Me,Emeli SandÃ©,2.8446601941747574,4.26530612244898,3.7628865979381443,4.793103448275862,1.5945945945945947,2.428571428571429,1.8689655172413793,1.3636363636363638,1.3333333333333333,3.4242424242424243
Made In The USA,Demi Lovato,2.6893203883495147,4.5102040816326525,3.3917525773195876,4.862068965517242,2.72972972972973,3.4081632653061225,1.8551724137931034,1.0,1.3333333333333333,3.4242424242424243
Clown,Emeli SandÃ©,3.5242718446601944,1.9387755102040818,2.8556701030927836,4.586206896551724,1.5945945945945947,1.9387755102040818,2.2,4.717171717171717,1.3333333333333333,3.4242424242424243
Girl On Fire (feat. Nicki Minaj) - Inferno Version,Alicia Keys,2.8058252427184467,4.3061224489795915,3.268041237113402,4.724137931034482,1.810810810810811,2.387755102040816,2.889655172413793,1.3636363636363638,3.5833333333333335,3.3838383838383836
TKO,Justin Timberlake,3.679611650485437,3.7755102040816326,3.515463917525773,4.655172413793103,3.324324324324324,3.0,5.0,1.0404040404040404,3.0,3.3434343434343434
Come & Get It,Selena Gomez,2.5533980582524274,4.224489795918368,3.268041237113402,4.862068965517242,1.5405405405405406,3.36734693877551,2.3517241379310345,1.0404040404040404,1.4166666666666667,3.303030303030303
Live It Up,Jennifer Lopez,3.4854368932038833,3.979591836734694,3.845360824742268,4.793103448275862,2.7837837837837838,3.6530612244897958,2.5172413793103448,1.0404040404040404,2.416666666666667,3.303030303030303
We Own The Night,The Wanted,3.0194174757281553,4.836734693877551,3.268041237113402,4.862068965517242,2.243243243243243,3.2857142857142856,1.993103448275862,1.0404040404040404,2.083333333333333,3.2626262626262625
Atlas - From ÂThe Hunger Games: Catching FireÂ Soundtrack,Coldplay,3.6407766990291264,2.836734693877551,2.154639175257732,4.586206896551724,1.5945945945945947,1.4489795918367347,2.406896551724138,3.5454545454545454,1.25,3.2222222222222223
What About Love,Austin Mahone,2.941747572815534,4.183673469387755,3.597938144329897,4.655172413793103,1.2162162162162162,2.142857142857143,1.9517241379310346,1.0,1.3333333333333333,3.1818181818181817
Take Back the Night,Justin Timberlake,3.0776699029126213,3.693877551020408,3.4329896907216493,4.793103448275862,4.45945945945946,2.3469387755102042,4.020689655172413,1.1616161616161615,2.333333333333333,3.1818181818181817
Applause,Lady Gaga,3.7184466019417477,4.183673469387755,3.7628865979381443,4.862068965517242,1.5945945945945947,3.979591836734694,2.075862068965517,1.121212121212121,1.4166666666666667,3.101010101010101
Anything Could Happen,Ellie Goulding,3.0,4.183673469387755,3.88659793814433,4.862068965517242,1.7567567567567568,2.5510204081632653,3.0965517241379312,2.7373737373737375,1.25,3.101010101010101
Finally Found You,Enrique Iglesias,3.4854368932038833,4.591836734693878,3.556701030927835,4.793103448275862,2.891891891891892,3.693877551020408,2.2,1.0404040404040404,1.8333333333333335,3.101010101010101
Pom Poms,Jonas Brothers,3.8737864077669903,5.0,3.804123711340206,5.0,2.5135135135135136,4.673469387755102,1.8827586206896552,1.2828282828282829,1.75,3.101010101010101
How Ya Doin'? (feat. Missy Elliott),Little Mix,4.902912621359223,4.877551020408163,2.484536082474227,4.931034482758621,3.0,3.0816326530612246,2.0620689655172413,1.3636363636363638,5.0,3.0202020202020203
Crazy Kids (feat. will.i.am),Kesha,3.4854368932038833,4.061224489795919,3.9690721649484537,4.862068965517242,1.7027027027027026,3.0408163265306123,2.310344827586207,1.1616161616161615,1.3333333333333333,2.8585858585858586
"Ooh La La (from ""The Smurfs 2"")",Britney Spears,3.4854368932038833,3.326530612244898,3.845360824742268,4.793103448275862,1.5945945945945947,3.979591836734694,2.6965517241379313,1.0808080808080809,1.4166666666666667,2.8181818181818183
People Like Us,Kelly Clarkson,3.4854368932038833,4.224489795918368,3.4742268041237114,4.793103448275862,2.945945945945946,3.489795918367347,2.7241379310344827,1.1616161616161615,1.3333333333333333,2.8181818181818183
Overdose,Ciara,3.0776699029126213,3.857142857142857,4.175257731958762,4.724137931034482,1.3243243243243243,4.224489795918368,2.282758620689655,1.0404040404040404,1.25,2.7373737373737375
Right Now - Dyro Radio Edit,Rihanna,3.5242718446601944,4.020408163265306,3.185567010309278,4.724137931034482,2.2972972972972974,2.836734693877551,1.717241379310345,1.0,1.3333333333333333,2.6969696969696972
Give It 2 U,Robin Thicke,3.466019417475728,4.387755102040817,3.7628865979381443,4.862068965517242,1.864864864864865,3.36734693877551,2.3241379310344827,1.404040404040404,1.5833333333333335,2.6565656565656566
Foolish Games,Jewel,3.563106796116505,2.387755102040816,3.1030927835051547,4.379310344827586,1.6486486486486487,1.2857142857142856,2.6,1.9292929292929293,1.25,2.4545454545454546
Outta Nowhere (feat. Danny Mercer),Pitbull,2.8446601941747574,4.428571428571429,3.9278350515463916,4.862068965517242,2.135135135135135,3.693877551020408,2.0068965517241377,1.6464646464646466,1.25,2.4141414141414144
Freak,Kelly Rowland,3.0194174757281553,4.183673469387755,3.6804123711340204,4.793103448275862,1.6486486486486487,2.836734693877551,2.931034482758621,1.5252525252525253,1.5,2.1313131313131315
All of Me,John Legend,3.3300970873786406,2.0612244897959187,2.731958762886598,4.655172413793103,1.7027027027027026,2.3469387755102042,2.8758620689655174,4.717171717171717,1.25,4.474747474747475
Stay With Me,Sam Smith,2.6310679611650487,2.7142857142857144,2.731958762886598,4.724137931034482,1.5945945945945947,1.7346938775510203,1.5379310344827586,3.3838383838383836,1.3333333333333333,4.434343434343434
Summer,Calvin Harris,3.4854368932038833,4.5102040816326525,3.4742268041237114,4.862068965517242,1.7567567567567568,4.020408163265306,2.227586206896552,1.0808080808080809,1.25,4.232323232323232
"Happy - From ""Despicable Me 2""",Pharrell Williams,4.106796116504855,4.346938775510204,3.6804123711340204,4.793103448275862,1.4864864864864864,4.918367346938775,2.3655172413793104,1.8888888888888888,2.5,4.191919191919192
Rude,MAGIC!,3.796116504854369,4.1020408163265305,4.175257731958762,4.793103448275862,2.6756756756756754,4.795918367346939,2.2551724137931037,1.1616161616161615,1.3333333333333333,4.191919191919192
Shake It Off,Taylor Swift,4.106796116504855,4.26530612244898,3.6804123711340204,4.793103448275862,2.7837837837837838,4.836734693877551,2.1724137931034484,1.2424242424242424,2.416666666666667,4.151515151515151
Dark Horse,Katy Perry,3.563106796116505,3.4081632653061225,3.6804123711340204,4.724137931034482,1.9189189189189189,2.428571428571429,2.1310344827586207,1.0,1.4166666666666667,4.151515151515151
Hey Brother,Avicii,3.4271844660194173,4.183673469387755,3.268041237113402,4.793103448275862,1.4324324324324325,2.8775510204081636,2.6689655172413795,1.121212121212121,1.3333333333333333,4.151515151515151
Maps,Maroon 5,3.3300970873786406,3.8979591836734695,4.051546391752577,4.724137931034482,1.3243243243243243,4.591836734693878,1.7724137931034483,1.0808080808080809,1.25,4.151515151515151
Treasure,Bruno Mars,3.2524271844660193,3.816326530612245,4.587628865979381,4.793103448275862,2.72972972972973,4.836734693877551,1.6206896551724137,1.1616161616161615,1.3333333333333333,4.111111111111111
Let Her Go,Passenger,2.4563106796116507,3.204081632653061,3.1030927835051547,4.655172413793103,1.5405405405405406,1.9795918367346939,2.6413793103448278,2.5757575757575757,1.5,4.111111111111111
Problem,Ariana Grande,3.0,4.3061224489795915,3.7216494845360826,4.793103448275862,1.864864864864865,3.5714285714285716,1.8275862068965516,1.0808080808080809,2.25,4.03030303030303
Pompeii,Bastille,3.466019417475728,3.938775510204082,3.804123711340206,4.724137931034482,2.4594594594594597,3.326530612244898,2.103448275862069,1.3232323232323233,1.3333333333333333,3.9494949494949494
Team,Lorde,2.941747572815534,3.36734693877551,3.845360824742268,4.655172413793103,2.6756756756756754,2.7142857142857144,1.8137931034482757,1.6868686868686869,1.75,3.9494949494949494
Love Me Again,John Newman,3.4466019417475726,4.63265306122449,3.0618556701030926,4.793103448275862,1.5405405405405406,1.8571428571428572,2.4620689655172416,1.0,1.3333333333333333,3.9494949494949494
Latch,Disclosure,3.3689320388349513,3.979591836734694,3.0618556701030926,4.793103448275862,1.4864864864864864,3.122448979591837,2.682758620689655,1.0808080808080809,2.416666666666667,3.909090909090909
Adore You,Miley Cyrus,3.3300970873786406,3.693877551020408,3.3917525773195876,4.793103448275862,1.5945945945945947,1.816326530612245,3.0,1.4444444444444444,1.25,3.909090909090909
Love Never Felt So Good,Michael Jackson,3.29126213592233,3.938775510204082,4.216494845360825,4.724137931034482,1.3783783783783785,3.8979591836734695,2.5448275862068965,1.5252525252525253,1.3333333333333333,3.8686868686868685
Burn,Ellie Goulding,2.6893203883495147,4.183673469387755,3.3092783505154637,4.793103448275862,1.5945945945945947,2.3469387755102042,2.3379310344827586,2.2525252525252526,1.3333333333333333,3.8686868686868685
She Looks So Perfect,5 Seconds of Summer,4.106796116504855,4.877551020408163,3.020618556701031,4.862068965517242,2.7837837837837838,2.795918367346939,1.9379310344827587,1.0,2.083333333333333,3.8686868686868685
Fancy,Iggy Azalea,2.8446601941747574,3.938775510204082,4.752577319587629,4.862068965517242,1.2702702702702702,2.5510204081632653,1.910344827586207,1.3636363636363638,1.5833333333333335,3.8282828282828283
Talk Dirty (feat. 2 Chainz),Jason Derulo,2.941747572815534,3.6530612244897958,4.1340206185567006,4.655172413793103,2.6756756756756754,4.1020408163265305,1.6068965517241378,1.121212121212121,2.916666666666667,3.7474747474747474
Gorilla,Bruno Mars,3.7184466019417477,3.204081632653061,3.9690721649484537,4.655172413793103,1.5405405405405406,3.6122448979591835,2.5172413793103448,2.8181818181818183,1.3333333333333333,3.7474747474747474
human,Christina Perri,3.796116504854369,3.0,2.8144329896907214,4.724137931034482,1.5945945945945947,2.020408163265306,2.613793103448276,1.5252525252525253,1.3333333333333333,3.7474747474747474
Young Girls,Bruno Mars,3.4466019417475726,4.061224489795919,3.3092783505154637,4.793103448275862,2.135135135135135,3.0408163265306123,2.310344827586207,2.8585858585858586,1.25,3.707070707070707
Wiggle (feat. Snoop Dogg),Jason Derulo,2.592233009708738,3.5306122448979593,3.88659793814433,4.655172413793103,1.864864864864865,3.938775510204082,1.8137931034482757,1.3232323232323233,3.0833333333333335,3.707070707070707
Love Runs Out,OneRepublic,3.3300970873786406,4.795918367346939,3.9690721649484537,4.862068965517242,1.4324324324324325,4.020408163265306,2.2551724137931037,1.6868686868686869,1.5,3.6666666666666665
This Is How We Do,Katy Perry,2.8640776699029127,3.6122448979591835,3.845360824742268,4.724137931034482,1.810810810810811,4.26530612244898,1.9655172413793105,1.0808080808080809,1.4166666666666667,3.6666666666666665
Mmm Yeah (feat. Pitbull),Austin Mahone,3.4466019417475726,4.755102040816327,3.9278350515463916,4.862068965517242,2.4594594594594597,5.0,2.3517241379310345,1.0,1.3333333333333333,3.6262626262626263
Partition,BeyoncÃ©,4.611650485436893,2.795918367346939,2.6907216494845363,4.310344827586206,2.6756756756756754,1.693877551020408,3.5517241379310347,1.121212121212121,3.4166666666666665,3.6262626262626263
Birthday,Katy Perry,3.4466019417475726,3.7346938775510203,3.9690721649484537,4.793103448275862,1.5945945945945947,4.428571428571429,2.117241379310345,1.3636363636363638,1.5833333333333335,3.6262626262626263
G.U.Y.,Lady Gaga,3.1359223300970873,4.755102040816327,3.556701030927835,4.931034482758621,1.6486486486486487,3.326530612244898,2.3655172413793104,1.0404040404040404,1.3333333333333333,3.6262626262626263
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,3.4854368932038833,4.020408163265306,3.4742268041237114,4.931034482758621,1.4864864864864864,2.8775510204081636,2.1448275862068966,1.4444444444444444,1.3333333333333333,3.585858585858586
"Let It Go - From ""Frozen / Single Version",Demi Lovato,3.7184466019417477,3.693877551020408,3.0618556701030926,4.724137931034482,2.4594594594594597,2.020408163265306,2.268965517241379,1.121212121212121,1.3333333333333333,3.5454545454545454
Wings,Birdy,2.6116504854368934,3.8979591836734695,2.9381443298969074,4.793103448275862,1.864864864864865,1.8979591836734695,2.6275862068965514,1.3232323232323233,1.25,3.505050505050505
Can't Remember to Forget You (feat. Rihanna),Shakira,3.679611650485437,4.3061224489795915,3.845360824742268,4.862068965517242,1.7567567567567568,4.346938775510204,2.0068965517241377,1.4848484848484849,1.5833333333333335,3.505050505050505
Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,4.728155339805825,4.142857142857142,2.443298969072165,4.862068965517242,1.6486486486486487,1.163265306122449,1.7862068965517242,1.2424242424242424,1.4166666666666667,3.4646464646464645
Say Something,A Great Big World,3.679611650485437,1.6122448979591837,2.8556701030927836,4.517241379310345,1.4864864864864864,1.3673469387755102,2.310344827586207,4.515151515151516,1.25,3.4646464646464645
A Sky Full of Stars,Coldplay,3.4271844660194173,3.7755102040816326,3.268041237113402,4.724137931034482,2.135135135135135,1.6530612244897958,2.8482758620689657,1.0404040404040404,1.25,3.4242424242424243
Come Get It Bae,Pharrell Williams,3.3300970873786406,4.26530612244898,4.835051546391753,4.724137931034482,1.5405405405405406,4.673469387755102,1.9379310344827587,2.090909090909091,1.6666666666666665,3.3838383838383836
Chandelier,Sia,4.378640776699029,4.183673469387755,2.195876288659794,4.931034482758621,1.3783783783783785,3.5306122448979593,2.1310344827586207,1.0808080808080809,1.5833333333333335,3.2626262626262625
XO,BeyoncÃ©,4.300970873786408,4.224489795918368,2.9381443298969074,4.517241379310345,2.6756756756756754,1.8571428571428572,2.1310344827586207,1.6868686868686869,3.1666666666666665,3.2626262626262625
We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],Pitbull,3.4271844660194173,4.836734693877551,3.4742268041237114,4.862068965517242,1.5405405405405406,3.2448979591836733,2.2137931034482756,1.0,1.5833333333333335,3.2626262626262625
Not About Angels,Birdy,3.2524271844660193,1.5714285714285714,2.6907216494845363,4.448275862068965,1.4864864864864864,1.9387755102040818,1.7724137931034483,4.919191919191919,1.3333333333333333,3.2626262626262625
Drunk in Love,BeyoncÃ©,3.7184466019417477,3.5306122448979593,3.4329896907216493,4.655172413793103,1.972972972972973,2.63265306122449,3.606896551724138,1.0404040404040404,1.4166666666666667,3.101010101010101
Anaconda,Nicki Minaj,3.5242718446601944,3.4489795918367347,4.958762886597938,4.724137931034482,2.135135135135135,3.6530612244897958,2.7379310344827585,1.2828282828282829,2.5,3.0202020202020203
Boom Clap - From the Motion Picture Das Schicksal ist ein mieser VerrÃ¤ter,Charli XCX,2.7864077669902914,4.3061224489795915,3.804123711340206,4.862068965517242,2.8378378378378377,3.6122448979591835,1.4827586206896552,1.2828282828282829,1.5,3.0202020202020203
La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira,3.4854368932038833,4.346938775510204,4.298969072164948,4.793103448275862,2.891891891891892,3.489795918367347,1.8827586206896552,1.7272727272727273,1.3333333333333333,3.0202020202020203
Tee Shirt - Soundtrack Version,Birdy,2.475728155339806,2.387755102040816,3.804123711340206,4.517241379310345,1.4864864864864864,3.2857142857142856,1.3586206896551725,4.3939393939393945,1.25,2.97979797979798
Words as Weapons,Birdy,3.3300970873786406,2.428571428571429,3.185567010309278,4.517241379310345,1.7567567567567568,1.7755102040816326,2.4482758620689653,2.1313131313131315,1.25,2.7777777777777777
You're Mine (Eternal),Mariah Carey,3.8932038834951457,3.36734693877551,3.597938144329897,4.655172413793103,3.054054054054054,3.2857142857142856,2.2413793103448274,2.1313131313131315,1.5833333333333335,2.5353535353535355
Sheezus,Lily Allen,3.5242718446601944,3.0408163265306123,4.216494845360825,4.655172413793103,1.5945945945945947,2.5918367346938775,2.3931034482758617,1.606060606060606,1.3333333333333333,2.494949494949495
Cannonball,Lea Michele,2.7864077669902914,4.346938775510204,3.3092783505154637,4.931034482758621,2.027027027027027,3.326530612244898,2.117241379310345,1.0808080808080809,1.4166666666666667,2.494949494949495
It's On Again - Main Soundtrack,Alicia Keys,3.1359223300970873,3.204081632653061,3.6391752577319587,4.517241379310345,2.3513513513513513,3.163265306122449,2.3241379310344827,1.404040404040404,1.9166666666666665,2.212121212121212
I Luh Ya Papi,Jennifer Lopez,2.8640776699029127,3.979591836734694,4.051546391752577,4.724137931034482,1.6486486486486487,3.4081632653061225,2.0068965517241377,2.8181818181818183,4.5,2.1313131313131315
Not a Bad Thing,Justin Timberlake,2.6699029126213594,3.979591836734694,3.4329896907216493,4.724137931034482,3.054054054054054,2.8775510204081636,2.820689655172414,2.090909090909091,1.5,1.0
Thinking out Loud,Ed Sheeran,2.533980582524272,2.836734693877551,4.216494845360825,4.724137931034482,1.972972972972973,3.4081632653061225,3.0413793103448277,2.898989898989899,1.25,4.3939393939393945
I'm Not The Only One,Sam Smith,2.592233009708738,3.0,3.804123711340206,4.724137931034482,1.4324324324324325,3.0,2.4482758620689653,3.1414141414141414,1.3333333333333333,4.3939393939393945
The Hills,The Weeknd,3.1941747572815533,3.2857142857142856,3.3917525773195876,4.655172413793103,1.7567567567567568,1.5714285714285714,2.4896551724137934,1.2828282828282829,1.4166666666666667,4.3939393939393945
Love Yourself,Justin Bieber,2.941747572815534,2.5510204081632653,3.515463917525773,4.448275862068965,2.5135135135135136,3.122448979591837,2.3793103448275863,4.3939393939393945,4.666666666666666,4.353535353535353
Uptown Funk,Mark Ronson,3.233009708737864,3.489795918367347,4.546391752577319,4.655172413793103,1.1621621621621623,4.795918367346939,2.8758620689655174,1.0404040404040404,1.6666666666666665,4.313131313131313
Take Me To Church,Hozier,3.504854368932039,3.693877551020408,3.350515463917526,4.793103448275862,1.6486486486486487,2.795918367346939,2.4896551724137934,3.5454545454545454,1.4166666666666667,4.272727272727273
Sugar,Maroon 5,3.3300970873786406,4.224489795918368,4.092783505154639,4.655172413793103,1.4864864864864864,4.591836734693878,2.3931034482758617,1.2424242424242424,1.25,4.272727272727273
Sorry,Justin Bieber,2.941747572815534,4.1020408163265305,3.6804123711340204,4.862068965517242,2.621621621621622,2.673469387755102,1.9241379310344828,1.3232323232323233,1.4166666666666667,4.272727272727273
FourFiveSeconds,Rihanna,5.0,2.1020408163265305,3.3917525773195876,4.724137931034482,1.7027027027027026,2.428571428571429,1.7448275862068967,4.555555555555555,1.4166666666666667,4.232323232323232
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,4.689320388349515,3.489795918367347,2.072164948453608,4.655172413793103,1.7027027027027026,2.142857142857143,2.6413793103448278,2.0101010101010104,1.4166666666666667,4.191919191919192
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,3.3300970873786406,2.5510204081632653,3.7216494845360826,4.724137931034482,1.5405405405405406,2.795918367346939,2.6275862068965514,2.5757575757575757,1.25,4.191919191919192
What Do You Mean?,Justin Bieber,3.4271844660194173,3.326530612244898,4.505154639175258,4.586206896551724,1.4324324324324325,4.224489795918368,1.993103448275862,3.3838383838383836,1.8333333333333335,4.191919191919192
Stitches,Shawn Mendes,3.912621359223301,4.061224489795919,4.092783505154639,4.655172413793103,1.2702702702702702,4.1020408163265305,2.0068965517241377,1.0808080808080809,1.5833333333333335,4.151515151515151
Want to Want Me,Jason Derulo,3.2135922330097086,3.7755102040816326,4.216494845360825,4.724137931034482,1.5945945945945947,3.693877551020408,2.020689655172414,1.0404040404040404,1.5,4.111111111111111
My House,Flo Rida,2.825242718446602,3.857142857142857,3.845360824742268,4.793103448275862,1.7027027027027026,4.020408163265306,1.8,1.0808080808080809,1.4166666666666667,4.111111111111111
Waves - Robin Schulz Radio Edit,Mr. Probz,3.3300970873786406,3.0816326530612246,4.422680412371134,4.517241379310345,1.4324324324324325,2.836734693877551,2.020689655172414,1.0404040404040404,1.3333333333333333,4.111111111111111
Night Changes,One Direction,3.3300970873786406,3.122448979591837,3.7628865979381443,4.586206896551724,1.6486486486486487,2.510204081632653,2.282758620689655,4.474747474747475,1.3333333333333333,4.111111111111111
How Deep Is Your Love,Calvin Harris,3.3689320388349513,4.551020408163265,4.051546391752577,4.862068965517242,3.108108108108108,2.387755102040816,2.089655172413793,1.1616161616161615,1.5833333333333335,4.111111111111111
Never Forget You,Zara Larsson,3.8349514563106797,3.979591836734694,3.3917525773195876,4.724137931034482,2.4594594594594597,2.142857142857143,2.089655172413793,1.0,1.4166666666666667,4.111111111111111
